vote,education,age,leave_column,age_group
leave,3.0,60,True,mid-life
leave,,56,True,mid-life
stay,5.0,73,False,old
leave,4.0,64,True,old
don't know,2.0,68,,old
stay,4.0,85,False,old
leave,3.0,78,True,old
leave,2.0,51,True,mid-life
leave,3.0,59,True,mid-life
leave,4.0,68,True,old
stay,4.0,53,False,mid-life
leave,4.0,52,True,mid-life
leave,4.0,70,True,old
leave,4.0,39,True,mid-life
leave,,48,True,mid-life
leave,3.0,65,True,old
stay,2.0,53,False,mid-life
stay,2.0,59,False,mid-life
leave,,50,True,mid-life
stay,4.0,61,False,old
leave,2.0,81,True,old
leave,4.0,55,True,mid-life
leave,2.0,65,True,old
stay,5.0,45,False,mid-life
leave,2.0,75,True,old
leave,,36,True,mid-life
stay,4.0,43,False,mid-life
leave,4.0,68,True,old
leave,4.0,58,True,mid-life
leave,4.0,61,True,old
stay,4.0,76,False,old
stay,3.0,56,False,mid-life
stay,,71,False,old
leave,4.0,34,True,mid-life
stay,5.0,37,False,mid-life
leave,5.0,62,True,old
stay,3.0,50,False,mid-life
stay,5.0,46,False,mid-life
stay,4.0,65,False,old
stay,5.0,69,False,old
leave,4.0,48,True,mid-life
stay,3.0,54,False,mid-life
stay,5.0,42,False,mid-life
leave,2.0,78,True,old
stay,3.0,68,False,old
leave,,57,True,mid-life
stay,2.0,64,False,old
stay,4.0,59,False,mid-life
stay,4.0,70,False,old
stay,2.0,68,False,old
leave,,53,True,mid-life
leave,4.0,60,True,mid-life
leave,2.0,48,True,mid-life
leave,2.0,71,True,old
stay,3.0,63,False,old
leave,2.0,78,True,old
leave,4.0,63,True,old
leave,1.0,65,True,old
stay,3.0,62,False,old
stay,4.0,65,False,old
leave,4.0,53,True,mid-life
leave,3.0,64,True,old
stay,4.0,71,False,old
stay,4.0,38,False,mid-life
leave,2.0,70,True,old
leave,3.0,52,True,mid-life
leave,2.0,36,True,mid-life
stay,4.0,62,False,old
stay,5.0,37,False,mid-life
stay,4.0,52,False,mid-life
leave,4.0,71,True,old
leave,4.0,59,True,mid-life
stay,2.0,57,False,mid-life
stay,3.0,76,False,old
leave,5.0,65,True,old
stay,4.0,57,False,mid-life
stay,4.0,67,False,old
leave,5.0,35,True,mid-life
won't vote,3.0,38,,mid-life
leave,2.0,64,True,old
leave,1.0,79,True,old
stay,,58,False,mid-life
leave,2.0,50,True,mid-life
leave,3.0,49,True,mid-life
leave,1.0,64,True,old
stay,2.0,54,False,mid-life
leave,5.0,70,True,old
stay,4.0,38,False,mid-life
stay,3.0,46,False,mid-life
stay,4.0,48,False,mid-life
don't know,4.0,64,,old
leave,4.0,64,True,old
stay,2.0,78,False,old
stay,4.0,72,False,old
stay,4.0,53,False,mid-life
stay,4.0,52,False,mid-life
stay,4.0,69,False,old
leave,3.0,67,True,old
leave,2.0,63,True,old
leave,2.0,68,True,old
stay,4.0,42,False,mid-life
stay,3.0,74,False,old
don't know,2.0,67,,old
stay,4.0,64,False,old
stay,5.0,39,False,mid-life
don't know,4.0,45,,mid-life
leave,5.0,70,True,old
leave,,72,True,old
stay,4.0,72,False,old
stay,4.0,43,False,mid-life
leave,3.0,69,True,old
leave,,72,True,old
don't know,4.0,49,,mid-life
stay,2.0,54,False,mid-life
leave,,79,True,old
stay,4.0,48,False,mid-life
leave,2.0,59,True,mid-life
leave,,54,True,mid-life
stay,4.0,64,False,old
stay,5.0,45,False,mid-life
stay,2.0,64,False,old
leave,2.0,57,True,mid-life
don't know,,70,,old
leave,2.0,58,True,mid-life
leave,4.0,77,True,old
leave,2.0,58,True,mid-life
stay,4.0,48,False,mid-life
stay,4.0,48,False,mid-life
don't know,4.0,47,,mid-life
stay,3.0,43,False,mid-life
leave,2.0,50,True,mid-life
leave,4.0,57,True,mid-life
leave,4.0,64,True,old
leave,4.0,52,True,mid-life
don't know,3.0,71,,old
stay,4.0,63,False,old
leave,4.0,71,True,old
stay,1.0,58,False,mid-life
won't vote,4.0,44,,mid-life
leave,3.0,45,True,mid-life
leave,5.0,36,True,mid-life
leave,1.0,69,True,old
stay,1.0,60,False,mid-life
leave,2.0,52,True,mid-life
stay,2.0,63,False,old
leave,3.0,70,True,old
stay,4.0,55,False,mid-life
leave,3.0,38,True,mid-life
stay,4.0,67,False,old
stay,4.0,45,False,mid-life
leave,3.0,74,True,old
leave,2.0,50,True,mid-life
leave,3.0,50,True,mid-life
stay,3.0,58,False,mid-life
leave,2.0,68,True,old
stay,3.0,54,False,mid-life
leave,3.0,67,True,old
leave,,69,True,old
leave,2.0,76,True,old
stay,4.0,34,False,mid-life
leave,3.0,70,True,old
stay,4.0,59,False,mid-life
stay,1.0,72,False,old
leave,4.0,58,True,mid-life
stay,4.0,55,False,mid-life
stay,3.0,80,False,old
leave,4.0,72,True,old
leave,5.0,73,True,old
stay,4.0,66,False,old
stay,4.0,68,False,old
leave,4.0,52,True,mid-life
leave,4.0,61,True,old
leave,3.0,48,True,mid-life
leave,3.0,60,True,mid-life
leave,2.0,74,True,old
leave,2.0,47,True,mid-life
stay,5.0,33,False,mid-life
stay,3.0,65,False,old
leave,3.0,46,True,mid-life
stay,5.0,60,False,mid-life
stay,4.0,65,False,old
stay,2.0,53,False,mid-life
stay,4.0,76,False,old
stay,4.0,38,False,mid-life
stay,4.0,69,False,old
don't know,4.0,60,,mid-life
leave,1.0,70,True,old
leave,3.0,55,True,mid-life
stay,5.0,62,False,old
don't know,2.0,45,,mid-life
stay,2.0,76,False,old
won't vote,2.0,57,,mid-life
leave,5.0,72,True,old
stay,4.0,40,False,mid-life
leave,2.0,67,True,old
leave,2.0,57,True,mid-life
stay,4.0,69,False,old
stay,4.0,74,False,old
leave,,48,True,mid-life
stay,3.0,54,False,mid-life
stay,3.0,33,False,mid-life
leave,2.0,59,True,mid-life
leave,,78,True,old
stay,4.0,69,False,old
stay,4.0,73,False,old
stay,3.0,75,False,old
stay,4.0,54,False,mid-life
stay,4.0,61,False,old
stay,4.0,65,False,old
leave,4.0,52,True,mid-life
stay,4.0,45,False,mid-life
stay,4.0,54,False,mid-life
stay,4.0,54,False,mid-life
leave,2.0,66,True,old
stay,5.0,64,False,old
leave,3.0,56,True,mid-life
don't know,4.0,73,,old
leave,4.0,37,True,mid-life
stay,4.0,60,False,mid-life
stay,4.0,37,False,mid-life
leave,4.0,57,True,mid-life
stay,1.0,60,False,mid-life
stay,,56,False,mid-life
stay,,59,False,mid-life
leave,2.0,59,True,mid-life
stay,5.0,42,False,mid-life
stay,4.0,37,False,mid-life
leave,4.0,66,True,old
leave,,63,True,old
stay,4.0,32,False,mid-life
stay,3.0,59,False,mid-life
stay,4.0,38,False,mid-life
stay,4.0,72,False,old
leave,5.0,54,True,mid-life
leave,,74,True,old
stay,1.0,73,False,old
stay,2.0,59,False,mid-life
leave,,65,True,old
stay,5.0,38,False,mid-life
stay,5.0,78,False,old
leave,,61,True,old
don't know,2.0,58,,mid-life
stay,4.0,61,False,old
stay,4.0,69,False,old
leave,4.0,68,True,old
stay,5.0,63,False,old
stay,4.0,58,False,mid-life
stay,3.0,77,False,old
stay,3.0,71,False,old
leave,4.0,47,True,mid-life
don't know,1.0,83,,old
stay,4.0,41,False,mid-life
stay,3.0,34,False,mid-life
leave,,51,True,mid-life
leave,5.0,68,True,old
stay,4.0,60,False,mid-life
stay,2.0,43,False,mid-life
stay,5.0,71,False,old
stay,4.0,48,False,mid-life
leave,5.0,72,True,old
leave,2.0,68,True,old
leave,4.0,77,True,old
stay,5.0,58,False,mid-life
leave,4.0,47,True,mid-life
leave,,40,True,mid-life
don't know,4.0,46,,mid-life
leave,2.0,69,True,old
leave,,66,True,old
leave,4.0,72,True,old
stay,4.0,77,False,old
leave,3.0,36,True,mid-life
stay,2.0,68,False,old
stay,3.0,54,False,mid-life
stay,4.0,36,False,mid-life
don't know,5.0,67,,old
leave,3.0,64,True,old
leave,5.0,43,True,mid-life
leave,2.0,65,True,old
stay,4.0,51,False,mid-life
leave,4.0,75,True,old
stay,1.0,66,False,old
leave,3.0,64,True,old
leave,3.0,53,True,mid-life
leave,4.0,51,True,mid-life
stay,5.0,57,False,mid-life
stay,4.0,37,False,mid-life
leave,3.0,45,True,mid-life
leave,4.0,67,True,old
won't vote,,50,,mid-life
leave,,80,True,old
stay,4.0,62,False,old
don't know,4.0,32,,mid-life
stay,4.0,67,False,old
stay,5.0,40,False,mid-life
stay,2.0,54,False,mid-life
stay,,71,False,old
leave,1.0,61,True,old
stay,4.0,61,False,old
leave,2.0,48,True,mid-life
leave,2.0,57,True,mid-life
stay,3.0,32,False,mid-life
stay,4.0,44,False,mid-life
leave,4.0,49,True,mid-life
stay,4.0,53,False,mid-life
leave,5.0,28,True,young
don't know,,45,,mid-life
don't know,3.0,60,,mid-life
leave,4.0,65,True,old
stay,4.0,37,False,mid-life
won't vote,5.0,31,,mid-life
stay,1.0,72,False,old
stay,,33,False,mid-life
stay,4.0,63,False,old
don't know,,69,,old
leave,4.0,59,True,mid-life
stay,4.0,51,False,mid-life
stay,,64,False,old
stay,4.0,43,False,mid-life
stay,4.0,69,False,old
don't know,5.0,36,,mid-life
leave,,32,True,mid-life
leave,2.0,70,True,old
stay,4.0,53,False,mid-life
leave,2.0,65,True,old
leave,3.0,62,True,old
stay,3.0,64,False,old
stay,3.0,68,False,old
leave,4.0,39,True,mid-life
stay,4.0,31,False,mid-life
stay,4.0,36,False,mid-life
leave,4.0,56,True,mid-life
leave,4.0,68,True,old
stay,4.0,48,False,mid-life
stay,,61,False,old
leave,1.0,57,True,mid-life
stay,4.0,61,False,old
leave,,55,True,mid-life
stay,4.0,35,False,mid-life
stay,3.0,51,False,mid-life
stay,4.0,54,False,mid-life
don't know,,44,,mid-life
stay,2.0,56,False,mid-life
don't know,4.0,34,,mid-life
stay,5.0,36,False,mid-life
leave,2.0,71,True,old
leave,,58,True,mid-life
leave,,40,True,mid-life
stay,2.0,58,False,mid-life
leave,4.0,53,True,mid-life
stay,4.0,48,False,mid-life
leave,2.0,43,True,mid-life
stay,5.0,69,False,old
stay,5.0,44,False,mid-life
stay,4.0,56,False,mid-life
don't know,1.0,63,,old
leave,,60,True,mid-life
leave,4.0,57,True,mid-life
leave,3.0,70,True,old
leave,5.0,59,True,mid-life
stay,3.0,61,False,old
stay,4.0,58,False,mid-life
stay,4.0,62,False,old
stay,3.0,51,False,mid-life
leave,4.0,55,True,mid-life
stay,4.0,62,False,old
stay,4.0,43,False,mid-life
stay,3.0,58,False,mid-life
stay,4.0,48,False,mid-life
stay,5.0,57,False,mid-life
stay,5.0,57,False,mid-life
leave,4.0,62,True,old
stay,5.0,37,False,mid-life
leave,4.0,62,True,old
leave,2.0,71,True,old
leave,5.0,41,True,mid-life
stay,4.0,45,False,mid-life
leave,4.0,47,True,mid-life
leave,4.0,64,True,old
stay,4.0,46,False,mid-life
stay,4.0,61,False,old
leave,4.0,63,True,old
stay,4.0,53,False,mid-life
leave,4.0,61,True,old
leave,,69,True,old
stay,4.0,58,False,mid-life
stay,4.0,65,False,old
leave,5.0,61,True,old
stay,4.0,67,False,old
stay,3.0,56,False,mid-life
stay,5.0,70,False,old
leave,5.0,71,True,old
stay,4.0,45,False,mid-life
leave,4.0,65,True,old
leave,4.0,58,True,mid-life
leave,5.0,59,True,mid-life
stay,3.0,45,False,mid-life
don't know,4.0,65,,old
leave,1.0,65,True,old
stay,4.0,65,False,old
stay,5.0,39,False,mid-life
leave,4.0,51,True,mid-life
leave,5.0,51,True,mid-life
leave,2.0,56,True,mid-life
leave,1.0,70,True,old
stay,4.0,54,False,mid-life
stay,4.0,67,False,old
stay,3.0,63,False,old
leave,4.0,55,True,mid-life
stay,4.0,43,False,mid-life
stay,5.0,44,False,mid-life
stay,5.0,61,False,old
stay,4.0,66,False,old
stay,5.0,57,False,mid-life
stay,4.0,59,False,mid-life
leave,5.0,62,True,old
leave,,70,True,old
leave,4.0,61,True,old
leave,5.0,65,True,old
leave,5.0,69,True,old
stay,5.0,57,False,mid-life
stay,4.0,60,False,mid-life
leave,4.0,70,True,old
don't know,5.0,53,,mid-life
leave,2.0,70,True,old
don't know,,66,,old
stay,4.0,43,False,mid-life
stay,4.0,44,False,mid-life
leave,4.0,61,True,old
leave,4.0,61,True,old
leave,4.0,73,True,old
stay,3.0,63,False,old
leave,4.0,63,True,old
stay,5.0,55,False,mid-life
leave,3.0,64,True,old
leave,4.0,61,True,old
stay,5.0,58,False,mid-life
stay,4.0,42,False,mid-life
leave,3.0,59,True,mid-life
leave,3.0,51,True,mid-life
leave,4.0,50,True,mid-life
leave,1.0,45,True,mid-life
leave,4.0,57,True,mid-life
stay,4.0,52,False,mid-life
leave,,69,True,old
stay,4.0,44,False,mid-life
stay,,68,False,old
stay,2.0,40,False,mid-life
stay,,54,False,mid-life
leave,2.0,49,True,mid-life
stay,5.0,39,False,mid-life
stay,4.0,54,False,mid-life
leave,4.0,67,True,old
leave,5.0,48,True,mid-life
leave,4.0,74,True,old
stay,,65,False,old
stay,4.0,70,False,old
leave,,63,True,old
leave,4.0,41,True,mid-life
stay,2.0,67,False,old
stay,3.0,36,False,mid-life
stay,3.0,45,False,mid-life
stay,5.0,49,False,mid-life
stay,4.0,65,False,old
stay,4.0,65,False,old
leave,5.0,51,True,mid-life
leave,4.0,65,True,old
leave,2.0,64,True,old
leave,5.0,60,True,mid-life
stay,5.0,56,False,mid-life
leave,,66,True,old
leave,1.0,61,True,old
stay,,58,False,mid-life
stay,3.0,71,False,old
leave,3.0,63,True,old
leave,3.0,65,True,old
leave,4.0,62,True,old
leave,4.0,73,True,old
stay,4.0,53,False,mid-life
stay,4.0,63,False,old
stay,4.0,37,False,mid-life
leave,4.0,65,True,old
leave,2.0,56,True,mid-life
stay,4.0,44,False,mid-life
stay,5.0,50,False,mid-life
stay,4.0,65,False,old
stay,4.0,61,False,old
stay,4.0,54,False,mid-life
leave,4.0,35,True,mid-life
stay,4.0,64,False,old
stay,3.0,47,False,mid-life
leave,5.0,73,True,old
leave,4.0,70,True,old
won't vote,5.0,59,,mid-life
leave,1.0,65,True,old
stay,2.0,50,False,mid-life
leave,4.0,50,True,mid-life
leave,4.0,56,True,mid-life
stay,5.0,49,False,mid-life
leave,4.0,64,True,old
leave,4.0,63,True,old
stay,4.0,61,False,old
leave,4.0,73,True,old
stay,2.0,65,False,old
stay,4.0,68,False,old
stay,5.0,66,False,old
leave,4.0,55,True,mid-life
stay,4.0,66,False,old
leave,4.0,70,True,old
leave,4.0,78,True,old
stay,5.0,46,False,mid-life
leave,5.0,52,True,mid-life
stay,,45,False,mid-life
stay,3.0,47,False,mid-life
leave,2.0,66,True,old
leave,4.0,50,True,mid-life
stay,3.0,42,False,mid-life
stay,4.0,59,False,mid-life
stay,5.0,53,False,mid-life
stay,4.0,67,False,old
leave,2.0,56,True,mid-life
stay,4.0,60,False,mid-life
leave,1.0,61,True,old
leave,2.0,59,True,mid-life
leave,3.0,56,True,mid-life
leave,3.0,69,True,old
stay,4.0,67,False,old
leave,2.0,51,True,mid-life
leave,4.0,70,True,old
leave,5.0,57,True,mid-life
stay,4.0,49,False,mid-life
leave,4.0,59,True,mid-life
stay,4.0,61,False,old
leave,4.0,66,True,old
stay,5.0,46,False,mid-life
don't know,4.0,56,,mid-life
stay,2.0,52,False,mid-life
stay,4.0,70,False,old
leave,,70,True,old
leave,3.0,71,True,old
stay,4.0,59,False,mid-life
leave,3.0,70,True,old
stay,4.0,61,False,old
stay,4.0,47,False,mid-life
leave,4.0,43,True,mid-life
stay,4.0,42,False,mid-life
stay,4.0,51,False,mid-life
leave,4.0,47,True,mid-life
stay,2.0,69,False,old
leave,2.0,42,True,mid-life
stay,2.0,44,False,mid-life
stay,,63,False,old
stay,5.0,49,False,mid-life
leave,4.0,62,True,old
stay,5.0,51,False,mid-life
stay,5.0,53,False,mid-life
leave,,63,True,old
stay,4.0,44,False,mid-life
stay,5.0,69,False,old
leave,5.0,62,True,old
leave,5.0,54,True,mid-life
leave,4.0,61,True,old
stay,4.0,47,False,mid-life
leave,4.0,63,True,old
leave,4.0,68,True,old
stay,4.0,41,False,mid-life
stay,5.0,58,False,mid-life
leave,4.0,65,True,old
stay,2.0,58,False,mid-life
leave,3.0,69,True,old
stay,4.0,48,False,mid-life
stay,4.0,35,False,mid-life
leave,3.0,51,True,mid-life
leave,5.0,67,True,old
stay,5.0,50,False,mid-life
leave,4.0,70,True,old
leave,4.0,72,True,old
leave,,71,True,old
stay,5.0,63,False,old
leave,4.0,43,True,mid-life
leave,4.0,54,True,mid-life
leave,2.0,69,True,old
don't know,5.0,41,,mid-life
leave,4.0,68,True,old
leave,4.0,72,True,old
stay,5.0,48,False,mid-life
leave,5.0,57,True,mid-life
stay,,55,False,mid-life
don't know,4.0,54,,mid-life
leave,2.0,68,True,old
stay,4.0,57,False,mid-life
stay,5.0,68,False,old
leave,5.0,52,True,mid-life
stay,4.0,64,False,old
leave,4.0,63,True,old
leave,2.0,57,True,mid-life
stay,4.0,71,False,old
leave,4.0,67,True,old
leave,4.0,67,True,old
stay,5.0,57,False,mid-life
stay,4.0,71,False,old
leave,2.0,62,True,old
stay,4.0,64,False,old
leave,3.0,63,True,old
stay,5.0,53,False,mid-life
stay,5.0,62,False,old
stay,4.0,63,False,old
stay,4.0,52,False,mid-life
leave,4.0,51,True,mid-life
stay,5.0,62,False,old
don't know,4.0,55,,mid-life
stay,4.0,65,False,old
stay,5.0,65,False,old
stay,4.0,58,False,mid-life
stay,4.0,49,False,mid-life
leave,4.0,53,True,mid-life
stay,5.0,67,False,old
stay,5.0,67,False,old
don't know,5.0,53,,mid-life
leave,3.0,45,True,mid-life
stay,5.0,61,False,old
leave,4.0,74,True,old
stay,5.0,44,False,mid-life
stay,4.0,46,False,mid-life
leave,3.0,69,True,old
leave,4.0,37,True,mid-life
stay,4.0,64,False,old
leave,5.0,53,True,mid-life
stay,5.0,54,False,mid-life
leave,3.0,60,True,mid-life
stay,4.0,40,False,mid-life
stay,4.0,41,False,mid-life
stay,4.0,63,False,old
leave,4.0,44,True,mid-life
stay,4.0,42,False,mid-life
stay,5.0,46,False,mid-life
leave,3.0,52,True,mid-life
leave,2.0,64,True,old
stay,5.0,37,False,mid-life
don't know,4.0,65,,old
stay,5.0,37,False,mid-life
stay,4.0,66,False,old
leave,4.0,64,True,old
stay,5.0,60,False,mid-life
stay,,60,False,mid-life
leave,3.0,70,True,old
won't vote,3.0,35,,mid-life
leave,1.0,69,True,old
stay,4.0,64,False,old
leave,5.0,51,True,mid-life
stay,4.0,64,False,old
stay,5.0,56,False,mid-life
leave,4.0,63,True,old
leave,4.0,77,True,old
stay,4.0,64,False,old
leave,4.0,55,True,mid-life
leave,4.0,64,True,old
stay,2.0,61,False,old
stay,4.0,68,False,old
leave,4.0,63,True,old
stay,4.0,60,False,mid-life
stay,4.0,53,False,mid-life
leave,4.0,29,True,young
don't know,5.0,65,,old
stay,5.0,75,False,old
leave,,62,True,old
stay,4.0,65,False,old
stay,4.0,75,False,old
stay,5.0,57,False,mid-life
don't know,,61,,old
leave,4.0,59,True,mid-life
leave,,66,True,old
stay,2.0,28,False,young
leave,5.0,65,True,old
stay,5.0,60,False,mid-life
leave,4.0,39,True,mid-life
leave,4.0,45,True,mid-life
leave,,55,True,mid-life
don't know,4.0,38,,mid-life
stay,4.0,75,False,old
stay,5.0,57,False,mid-life
leave,4.0,67,True,old
leave,3.0,50,True,mid-life
leave,4.0,55,True,mid-life
leave,,62,True,old
stay,4.0,58,False,mid-life
stay,3.0,57,False,mid-life
stay,4.0,64,False,old
leave,4.0,60,True,mid-life
stay,5.0,61,False,old
stay,3.0,77,False,old
stay,5.0,69,False,old
stay,3.0,63,False,old
leave,3.0,66,True,old
stay,4.0,54,False,mid-life
stay,5.0,56,False,mid-life
leave,5.0,53,True,mid-life
leave,4.0,44,True,mid-life
stay,4.0,50,False,mid-life
stay,4.0,60,False,mid-life
stay,5.0,54,False,mid-life
stay,4.0,58,False,mid-life
leave,3.0,39,True,mid-life
leave,4.0,45,True,mid-life
leave,2.0,54,True,mid-life
leave,4.0,61,True,old
leave,4.0,46,True,mid-life
stay,4.0,69,False,old
stay,5.0,58,False,mid-life
stay,5.0,62,False,old
leave,4.0,46,True,mid-life
leave,4.0,50,True,mid-life
stay,4.0,40,False,mid-life
stay,4.0,65,False,old
stay,5.0,42,False,mid-life
stay,5.0,67,False,old
stay,4.0,60,False,mid-life
don't know,3.0,57,,mid-life
don't know,4.0,55,,mid-life
leave,3.0,57,True,mid-life
leave,5.0,41,True,mid-life
stay,4.0,45,False,mid-life
stay,5.0,63,False,old
stay,,59,False,mid-life
leave,,54,True,mid-life
leave,3.0,58,True,mid-life
stay,4.0,58,False,mid-life
stay,4.0,57,False,mid-life
stay,5.0,66,False,old
stay,4.0,61,False,old
stay,,72,False,old
stay,4.0,64,False,old
stay,4.0,75,False,old
leave,3.0,68,True,old
stay,4.0,75,False,old
leave,2.0,59,True,mid-life
stay,5.0,71,False,old
leave,3.0,60,True,mid-life
stay,2.0,53,False,mid-life
leave,2.0,65,True,old
stay,5.0,45,False,mid-life
stay,3.0,73,False,old
leave,4.0,70,True,old
don't know,1.0,62,,old
stay,3.0,72,False,old
stay,5.0,47,False,mid-life
leave,1.0,74,True,old
leave,5.0,60,True,mid-life
leave,4.0,71,True,old
leave,3.0,39,True,mid-life
leave,5.0,64,True,old
stay,4.0,56,False,mid-life
leave,4.0,56,True,mid-life
stay,4.0,67,False,old
leave,3.0,71,True,old
stay,4.0,34,False,mid-life
leave,3.0,79,True,old
stay,,74,False,old
leave,1.0,63,True,old
leave,,79,True,old
leave,3.0,74,True,old
stay,2.0,77,False,old
leave,2.0,81,True,old
leave,4.0,69,True,old
leave,4.0,83,True,old
leave,5.0,67,True,old
leave,3.0,86,True,old
leave,2.0,69,True,old
leave,4.0,51,True,mid-life
leave,5.0,53,True,mid-life
stay,4.0,44,False,mid-life
stay,4.0,71,False,old
leave,1.0,31,True,mid-life
stay,5.0,57,False,mid-life
stay,4.0,62,False,old
stay,5.0,46,False,mid-life
stay,4.0,67,False,old
leave,3.0,46,True,mid-life
stay,5.0,35,False,mid-life
leave,4.0,71,True,old
leave,5.0,69,True,old
stay,4.0,64,False,old
stay,5.0,73,False,old
leave,2.0,53,True,mid-life
leave,4.0,59,True,mid-life
don't know,3.0,59,,mid-life
stay,4.0,51,False,mid-life
leave,2.0,42,True,mid-life
stay,4.0,65,False,old
stay,2.0,68,False,old
leave,2.0,73,True,old
stay,4.0,39,False,mid-life
leave,3.0,68,True,old
stay,4.0,59,False,mid-life
stay,4.0,53,False,mid-life
leave,3.0,71,True,old
stay,4.0,56,False,mid-life
stay,2.0,52,False,mid-life
leave,4.0,65,True,old
stay,4.0,32,False,mid-life
leave,4.0,65,True,old
stay,4.0,61,False,old
leave,3.0,60,True,mid-life
stay,3.0,46,False,mid-life
stay,4.0,56,False,mid-life
stay,4.0,58,False,mid-life
leave,2.0,67,True,old
leave,4.0,83,True,old
leave,2.0,77,True,old
stay,4.0,86,False,old
leave,4.0,52,True,mid-life
leave,4.0,72,True,old
stay,,70,False,old
stay,,61,False,old
leave,5.0,48,True,mid-life
stay,5.0,32,False,mid-life
don't know,5.0,37,,mid-life
leave,2.0,64,True,old
leave,4.0,72,True,old
leave,4.0,77,True,old
leave,4.0,56,True,mid-life
leave,3.0,67,True,old
leave,,79,True,old
leave,4.0,58,True,mid-life
leave,1.0,71,True,old
stay,5.0,44,False,mid-life
stay,5.0,65,False,old
leave,5.0,36,True,mid-life
leave,2.0,58,True,mid-life
stay,4.0,59,False,mid-life
stay,5.0,68,False,old
leave,4.0,66,True,old
stay,3.0,52,False,mid-life
stay,2.0,64,False,old
leave,2.0,76,True,old
leave,4.0,70,True,old
stay,4.0,57,False,mid-life
leave,4.0,67,True,old
stay,1.0,68,False,old
leave,4.0,55,True,mid-life
leave,3.0,53,True,mid-life
leave,5.0,76,True,old
stay,5.0,68,False,old
stay,4.0,47,False,mid-life
leave,2.0,51,True,mid-life
leave,4.0,79,True,old
leave,,61,True,old
stay,2.0,65,False,old
stay,4.0,60,False,mid-life
stay,4.0,44,False,mid-life
stay,2.0,58,False,mid-life
leave,4.0,56,True,mid-life
leave,3.0,73,True,old
stay,4.0,43,False,mid-life
stay,5.0,76,False,old
leave,4.0,60,True,mid-life
stay,3.0,58,False,mid-life
leave,4.0,57,True,mid-life
stay,5.0,67,False,old
leave,2.0,77,True,old
leave,4.0,84,True,old
leave,4.0,34,True,mid-life
leave,4.0,58,True,mid-life
leave,4.0,56,True,mid-life
stay,3.0,74,False,old
stay,2.0,70,False,old
stay,4.0,62,False,old
leave,4.0,58,True,mid-life
don't know,2.0,51,,mid-life
stay,4.0,62,False,old
leave,,58,True,mid-life
leave,3.0,69,True,old
leave,4.0,66,True,old
leave,3.0,57,True,mid-life
stay,5.0,49,False,mid-life
leave,1.0,73,True,old
leave,4.0,71,True,old
leave,,77,True,old
leave,4.0,63,True,old
leave,2.0,77,True,old
stay,3.0,66,False,old
stay,3.0,65,False,old
leave,2.0,68,True,old
stay,3.0,58,False,mid-life
leave,3.0,64,True,old
leave,,54,True,mid-life
leave,1.0,78,True,old
leave,,72,True,old
stay,,70,False,old
leave,2.0,50,True,mid-life
leave,2.0,58,True,mid-life
don't know,2.0,56,,mid-life
stay,4.0,72,False,old
leave,3.0,71,True,old
leave,1.0,70,True,old
stay,4.0,67,False,old
leave,1.0,70,True,old
don't know,3.0,78,,old
leave,4.0,68,True,old
leave,2.0,60,True,mid-life
don't know,,69,,old
stay,1.0,60,False,mid-life
stay,4.0,35,False,mid-life
leave,4.0,68,True,old
stay,5.0,66,False,old
leave,4.0,70,True,old
stay,5.0,68,False,old
leave,4.0,75,True,old
stay,2.0,68,False,old
stay,5.0,43,False,mid-life
stay,4.0,61,False,old
leave,1.0,64,True,old
leave,4.0,69,True,old
leave,4.0,65,True,old
stay,4.0,71,False,old
stay,4.0,84,False,old
stay,5.0,62,False,old
stay,4.0,56,False,mid-life
leave,3.0,63,True,old
leave,,58,True,mid-life
leave,4.0,37,True,mid-life
stay,4.0,48,False,mid-life
don't know,,51,,mid-life
stay,,43,False,mid-life
leave,,65,True,old
stay,4.0,35,False,mid-life
stay,5.0,55,False,mid-life
leave,3.0,71,True,old
leave,2.0,63,True,old
leave,2.0,72,True,old
leave,4.0,52,True,mid-life
leave,4.0,74,True,old
stay,4.0,39,False,mid-life
leave,5.0,32,True,mid-life
stay,3.0,61,False,old
stay,3.0,50,False,mid-life
stay,3.0,64,False,old
stay,4.0,81,False,old
leave,2.0,74,True,old
stay,3.0,53,False,mid-life
stay,5.0,43,False,mid-life
leave,1.0,73,True,old
leave,4.0,69,True,old
leave,3.0,46,True,mid-life
stay,4.0,71,False,old
leave,3.0,74,True,old
leave,2.0,65,True,old
stay,5.0,42,False,mid-life
leave,4.0,77,True,old
stay,4.0,37,False,mid-life
don't know,4.0,32,,mid-life
leave,4.0,32,True,mid-life
leave,2.0,79,True,old
stay,4.0,63,False,old
don't know,3.0,63,,old
stay,5.0,78,False,old
leave,1.0,64,True,old
leave,4.0,69,True,old
leave,4.0,58,True,mid-life
leave,2.0,77,True,old
leave,4.0,53,True,mid-life
leave,4.0,54,True,mid-life
stay,5.0,87,False,old
stay,5.0,73,False,old
stay,4.0,57,False,mid-life
stay,4.0,73,False,old
leave,2.0,66,True,old
stay,2.0,71,False,old
stay,5.0,43,False,mid-life
stay,4.0,43,False,mid-life
stay,5.0,32,False,mid-life
leave,1.0,81,True,old
don't know,,53,,mid-life
stay,4.0,53,False,mid-life
leave,3.0,55,True,mid-life
stay,3.0,56,False,mid-life
leave,2.0,71,True,old
stay,3.0,61,False,old
stay,5.0,58,False,mid-life
